"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_modifier_ebanko_innate" "Получено силы за убийства"
		"DOTA_Tooltip_ability_ebanko_shard"                  "ПОДЖОПНИК"
		"DOTA_Tooltip_ability_ebanko_shard_Description"      "ЕБАНЬКО отвешивает поджопник врагу, из-за чего тот улетает в ебеня. Применяя во время полета с Я ТЕБЯ ОТЪЕБУ, враг не улетит."
		"DOTA_Tooltip_ability_ebanko_shard_damage"  "УРОН:"
		"DOTA_Tooltip_ability_ebanko_shard_knockback_distance" "ДАЛЬНОСТЬ ПОЛЁТА:"
		"DOTA_Tooltip_ability_ebanko_shard_stun_duration" "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_Ability_special_bonus_unique_ebanko_1" "+{s:bonus_hp_regen} к регенерации здоровья от ПО-КИТАЙСКИ"
		"DOTA_Tooltip_Ability_special_bonus_unique_ebanko_2" "+{s:bonus_radius} к радиусу КАКАО"
		"DOTA_Tooltip_Ability_special_bonus_unique_ebanko_3" "+{s:bonus_duration} сек. к длительности ХОЛОДОК"
		"DOTA_Tooltip_Ability_special_bonus_unique_ebanko_4" "+{s:bonus_damage} к урону от Я ТЕБЯ ОБЪЕБУ"
		"DOTA_Tooltip_Ability_special_bonus_unique_ebanko_5" "+{s:bonus_bonus_damage} к урону от ПО-КИТАЙСКИ"
		"DOTA_Tooltip_Ability_special_bonus_unique_ebanko_6" "+{s:bonus_evasion}% к уклонению от КАКАО"
		"DOTA_Tooltip_ability_special_bonus_unique_ebanko_7" "{s:bonus_chance}% шанс применить Я ТЕБЯ ОТЪЕБУ при атаке"
		"DOTA_Tooltip_Ability_special_bonus_unique_ebanko_8" "+{s:bonus_duration} сек. к длительности ПО-КИТАЙСКИ"

		"DOTA_Tooltip_modifier_dark_willow_debuff_fear"	   "Страх"
		"DOTA_Tooltip_Ability_special_bonus_unique_pudge_6" "+200 к радиусу ПЕРЕДОЗ"
		"DOTA_Tooltip_Ability_special_bonus_unique_pudge_7" "ПОШЛА ТЫ НАХУЙ! накладывает ЗАГЛУШЕНИЕ"
		"DOTA_Tooltip_Ability_special_bonus_unique_oracle_2" "ПОШЛА ТЫ НАХУЙ! вокруг героя"
		"DOTA_Tooltip_Ability_special_bonus_unique_lina_3" "Можно поворачиваться во время применения ОРАТЬ"
		"DOTA_Tooltip_Ability_special_bonus_unique_lina_4" "+400 к урону в секунду от ОРАТЬ"

		"DOTA_Tooltip_modifier_rubick_spell_steal"	"Смена кода"
		
		"DOTA_Tooltip_ability_eldzhey_q"   "SAYONARA BOY"
		"DOTA_Tooltip_ability_eldzhey_q_Description"  "Элджей призывает своего клона сайонара боя."
		"DOTA_Tooltip_ability_eldzhey_q_illusion_duration"   "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_eldzhey_q_illusion_outgoing_tooltip"  "%УРОН САЙОНАРА БОЯ:"
		"DOTA_Tooltip_ability_eldzhey_q_illusion_incoming_damage_total_tooltip"   "%УРОН ПО САЙОНАРА БОЮ:"
		"DOTA_Tooltip_ability_eldzhey_r"  "КОНЦЕРТ"
		"DOTA_Tooltip_ability_eldzhey_r_Description" "Элджей устраивает концерт и раскачивает врагов, отчего их начинает жестко разъебывать. \nУлучшается с Aghanim's Scepter."
		"DOTA_Tooltip_ability_eldzhey_r_scepter_Description" "Каждый толчок наносит дополнительный урон в размере %damage_pct%%% от текущего здоровья врага."
		"DOTA_Tooltip_ability_eldzhey_r_damage" "УРОН ЗА ТИК:"
		"DOTA_Tooltip_ability_eldzhey_r_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_eldzhey_r_radius" "РАДИУС:"
		"DOTA_Tooltip_ability_eldzhey_e"        "МАРЬИВАННА"
		"DOTA_Tooltip_ability_eldzhey_e_Description"        "Элджей начинает курить марьиванну и получает доп. урон, скорость передвижения и атаки на время.\n<font color='#FFFFFF'>При использовании перезарядка способности ЗА ЗОЖ увеличится на 6 сек.</font>"
		"DOTA_Tooltip_ability_eldzhey_e_movespeed_bonus_pct" "%ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_eldzhey_e_bonus_as" "ДОП. СКОРОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_eldzhey_e_bonus_damage" "ДОП. УРОН:"
		"DOTA_Tooltip_ability_eldzhey_e_duration"   "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_eldzhey_w"   "ЗА ЗОЖ"
		"DOTA_Tooltip_ability_eldzhey_w_Description" "Элджей принимает решение бросить курить и мгновенно излечивается, развеивая с себя отрицательные эффекты и восстанавливая здоровье себе и всем союзным юнитам в радиусе %radius%. \n<font color='#FFFFFF'>При активации способность развеивает эффект МАРЬИВАННЫ.</font>"
		"DOTA_Tooltip_ability_eldzhey_w_heal"        "ЛЕЧЕНИЕ:"
		"DOTA_Tooltip_ability_eldzhey_shard" "ДИСКОННЕКТ"
		"DOTA_Tooltip_ability_eldzhey_shard_Description" "Элджей в край упарывается, отчего все он и его клоны быстрее бегают дальше атакуют."
		"DOTA_Tooltip_ability_eldzhey_shard_bonus_range" "ДОП. ДАЛЬНОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_eldzhey_shard_bonus_ms" "%ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_eldzhey_shard_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_modifier_windrun_caster_datadriven" "Марьиванна"
		"DOTA_Tooltip_modifier_windrun_caster_datadriven_Description" "Скорость передвижения, атаки и урон ЭЛДЖЕЯ увеличены"
		"DOTA_Tooltip_modifier_eldzhey_shard" "Дисконнект"
		"DOTA_Tooltip_modifier_eldzhey_shard_Description" "Скорость передвижения и дальность атаки ЭЛДЖЕЯ и САЙОНАРА БОЕВ увеличены"
		"DOTA_Tooltip_modifier_eldzhey_r" "Концерт"
		"DOTA_Tooltip_modifier_eldzhey_r_Description" "Все врагов в радиусе жестко разъебывает"
		"DOTA_Tooltip_ability_eldzhey_w_Facet_eldzhey_w"			"Способность наносит чистый урон врагам в радиусе %radius%, равный половине от лечения."
		"DOTA_Tooltip_Facet_eldzhey_w"							"ПРОПАГАНДА ЗОЖ"		
		"DOTA_Tooltip_Facet_eldzhey_w_Description"						"Способность ЗА ЗОЖ наносит чистый урон врагам около героя, равный половине от лечения."
		"DOTA_Tooltip_modifier_rrr"		"Стой! Марьиванна!"
		"DOTA_Tooltip_ability_eldzhey_e_Facet_eldzhey_e"				"Во время действия способности герой имеет %chance%%% шанс при атаке наложить на врага оцепенение на %root_duration% сек."
		"DOTA_Tooltip_Facet_eldzhey_e"							"ПРОПАГАНДА МАРЬИВАННЫ"		
		"DOTA_Tooltip_Facet_eldzhey_e_Description"						"Во время действия способности МАРЬИВАННА герой имеет шанс при атаке наложить на врага оцепенение."
		"DOTA_Tooltip_ability_terrorblade_dark_unity" "ИДИОТИЯ"
		"DOTA_Tooltip_ability_terrorblade_dark_unity_Description" "Находясь рядом с ЭЛДЖЕЕМ, САЙОНАРА БОИ наносят больше урона, а находясь далеко от ЭЛДЖЕЯ - меньше."
		"DOTA_Tooltip_modifier_terrorblade_dark_unity" "Идиотия"
		"DOTA_Tooltip_modifier_terrorblade_dark_unity_Description" "Находясь рядом с ЭЛДЖЕЕМ, САЙОНАРА БОИ наносят больше урона, а находясь далеко от ЭЛДЖЕЯ - меньше."
		"DOTA_Tooltip_Ability_special_bonus_unique_eldzhey_2" "+{s:bonus_illusion_outgoing_damage}% к урону SAYONARA BOY"
		"DOTA_Tooltip_Ability_special_bonus_unique_eldzhey_3" "+{s:bonus_illusion_duration} сек. к длительности SAYONARA BOY"
		"DOTA_Tooltip_Ability_special_bonus_unique_eldzhey_4" "+{s:bonus_radius} к радиусу КОНЦЕРТА"
		"DOTA_Tooltip_Ability_special_bonus_unique_eldzhey_5" "+{s:bonus_heal} к лечению от ЗА ЗОЖ"
		"DOTA_Tooltip_Ability_special_bonus_unique_eldzhey_6" "+{s:bonus_bonus_damage} к урону от МАРЬИВАННА"
		"DOTA_Tooltip_ability_special_bonus_unique_eldzhey_7" "+{s:bonus_damage} к урону за тик от КОНЦЕРТА"
		"DOTA_Tooltip_Ability_special_bonus_unique_eldzhey_8" "+{s:bonus_num} к числу SAYONARA BOY"
		
		"DOTA_Tooltip_ability_ursa_maul" "ТУПОЙ КАЧОК"
		"DOTA_Tooltip_modifier_ursa_maul" "Тупой качок"
		"DOTA_Tooltip_ability_slardar_seaborn_sentinel" "КОРОЛЬ МИДА"
		"DOTA_Tooltip_modifier_slardar_seaborn_sentinel" "Король мида"
		"DOTA_Tooltip_modifier_slardar_seaborn_sentinel_Description" "Скорость передвижения, восстановление здоровье, урон и броня героя увеличены."
		
		"DOTA_Tooltip_ability_kachok_pure_protein"    "ЧИСТЕЙШИЙ БЕЛОК"
		"DOTA_Tooltip_ability_kachok_pure_protein_Description"       "Качок разбивает яйцо врагу об голову, нанося врагу случайный урон. Также наносится дополнительный урон, зависящий от силы персонажа. \nСпособность не сбивает Linken's Sphere."
		"DOTA_Tooltip_ability_kachok_pure_protein_damage_min"        "МИН. УРОН:"
		"DOTA_Tooltip_ability_kachok_pure_protein_damage_max"        "МАКС. УРОН:"
		"DOTA_Tooltip_ability_kachok_pure_protein_dmg_strength"      "%ДОП. УРОН ОТ СИЛЫ:"
		"DOTA_Tooltip_ability_kachok_big_tasty" "БИГ ТЕЙСТИ"
		"DOTA_Tooltip_ability_kachok_big_tasty_Description"    "Качок жрёт биг тейсти, на время получая скорость и криты."
		"DOTA_Tooltip_ability_kachok_big_tasty_duration"       "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_kachok_big_tasty_speed"          "СКОРОСТЬ:"
		"DOTA_Tooltip_ability_kachok_big_tasty_bonus_night_vision"	"ДОП. НОЧНОЕ ЗРЕНИЕ:"
		"DOTA_Tooltip_ability_kachok_big_tasty_crit_damage"    "%КРИТ. УРОН:"
		"DOTA_Tooltip_ability_kachok_big_tasty_crit_chance"    "%ШАНС КРИТА:"
		"DOTA_Tooltip_ability_kachok_big_tasty_shard_Description" "Способность восстанавливает герою %shard_healing_percent%%% от его макс. здоровья."
		"DOTA_Tooltip_modifier_kachok_big_tasty_buff" "Захавал БИГ ТЕЙСТИ"
		"DOTA_Tooltip_modifier_kachok_big_tasty_buff_Description" "Скорость передвижения, криты и радиус ночного зрения увеличены"
		"DOTA_Tooltip_ability_kachok_abstention"    "ВОЗДЕРЖАНИЕ"
		"DOTA_Tooltip_ability_kachok_abstention_Description"     "Воздерживаясь от мастурбации, Качок повышает свой тестостерон и со временем становится больше и сильнее. \nУлучшается с Aghanim's Scepter."
		"DOTA_Tooltip_ability_kachok_abstention_scepter_Description" "Способность даёт +%bonus_attribute% ко всем атрибутам"
		"DOTA_Tooltip_ability_kachok_abstention_bonus_attribute"  "ДОП. СИЛА:"
		"DOTA_Tooltip_ability_BigRussianBoss_test"             "ТЕСТ НА ЖИМ"
		"DOTA_Tooltip_ability_BigRussianBoss_test_Description" "Качок тестирует выбранного врага на его жим, навсегда получая дополнительный урон при победе в смертельной битве."
		"DOTA_Tooltip_ability_BigRussianBoss_test_duration"    "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_BigRussianBoss_test_reward_damage"   "ДОП. УРОН ПРИ ПОБЕДЕ:"
		"DOTA_Tooltip_ability_kachok_trenbolone" "ТРЕНБОЛОН"
		"DOTA_Tooltip_ability_kachok_trenbolone_Description" "Качок колет себе в очко тренболон, превращаясь в настоящего монстра, уменьшая свой базовый интервал атаки и увеличивая скорость и дальность атаки."
		"DOTA_Tooltip_ability_kachok_trenbolone_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_kachok_trenbolone_bonus_range" "ДОП. ДАЛЬНОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_kachok_trenbolone_base_attack_time" "БАЗОВЫЙ ИНТЕРВАЛ АТАК:"
		"DOTA_Tooltip_ability_kachok_trenbolone_bonus_as"	"ДОП. СКОРОСТЬ АТАКИ:"
		"DOTA_Tooltip_modifier_kachok_trenbolone" "Вколол тренболон"
		"DOTA_Tooltip_modifier_kachok_trenbolone_description" "Дальность и скорость атаки увеличена, базовый интервал атак снижен"
		"DOTA_Tooltip_modifier_kachok_abstention" "Получено силы"
		"DOTA_Tooltip_ability_special_bonus_unique_kachok_1" "+{s:bonus_duration} сек. к длительности БИГ ТЕЙСТИ"
		"DOTA_Tooltip_ability_special_bonus_unique_kachok_2" "+{s:bonus_damage_min} к мин./макс. урону от ЧИСТЕЙШИЙ БЕЛОК"
		"DOTA_Tooltip_ability_special_bonus_unique_kachok_3" "+{s:bonus_speed} к скорости во время действия БИГ ТЕЙСТИ"
		"DOTA_Tooltip_ability_special_bonus_unique_kachok_4" "+{s:bonus_bonus_range} к дальности атаки ТРЕНБОЛОН / +{s:bonus_duration} сек. к длит-ти ТЕСТ НА ЖИМ"
		"DOTA_Tooltip_ability_special_bonus_unique_kachok_4_facet_kachok_facet_trenbolone" "+{s:bonus_bonus_range} к дальности атаки ТРЕНБОЛОН"
		"DOTA_Tooltip_ability_special_bonus_unique_kachok_4_facet_kachok_facet_test" "+{s:bonus_duration} сек. к длительности ТЕСТ НА ЖИМ"
		"DOTA_Tooltip_ability_special_bonus_unique_kachok_5" "+{s:bonus_dmg_strength}% к урону от силы от ЧИСТЕЙШИЙ БЕЛОК"
		"DOTA_Tooltip_ability_special_bonus_unique_kachok_6" "+{s:bonus_crit_damage}% к крит. урону от БИГ ТЕЙСТИ"
		"DOTA_Tooltip_Ability_special_bonus_unique_kachok_7" "-{s:bonus_base_attack_time} БАТ от ТРЕНБОЛОН / +{s:bonus_reward_damage} к доп. урону от ТЕСТ НА ЖИМ"
		"DOTA_Tooltip_Ability_special_bonus_unique_kachok_7_facet_kachok_facet_trenbolone" "-{s:bonus_base_attack_time} от базового интервала атак ТРЕНБОЛОН"
		"DOTA_Tooltip_Ability_special_bonus_unique_kachok_7_facet_kachok_facet_test" "+{s:bonus_reward_damage} к доп. урону от ТЕСТ НА ЖИМ"
		"DOTA_Tooltip_Ability_special_bonus_unique_kachok_8" "ЧИСТЕЙШИЙ БЕЛОК наносит урон от атаки"

		"DOTA_Tooltip_modifier_slardar_seaborn_sentinel_river"								"Король мида"
		"DOTA_Tooltip_modifier_slardar_seaborn_sentinel_river_Description"					"Скорость передвижения, восстановление здоровья, урон от атак и броня увеличены."
		"DOTA_Tooltip_modifier_shatter_aura_debuff" "Снижение брони"

		"DOTA_Tooltip_ability_rubick_spell_steal" "СМЕНА КОДА"
		"DOTA_Tooltip_ability_rubick_spell_steal_Description" "Мрус переписывает код своего персонажа, приобретая последнюю способность, использованную выбранным противником."
		"DOTA_Tooltip_ability_worstsup_q" "СТОПАНТРЭ"
		"DOTA_Tooltip_ability_worstsup_q_Description" "Мрус открывает консоль и прописывает команду <font color='#FFFFFF'>host_timescale 0</font>, из-за которой время для противников полностью останавливается и ускоряется для мруса."
		"DOTA_Tooltip_ability_worstsup_q_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_worstsup_q_as"		"ДОП. СКОРОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_worstsup_w" "НЕРФ"
		"DOTA_Tooltip_ability_worstsup_w_Description" "Мрус открывает код кастомки и срочно нерфит выбранного персонажа, делая его слабее по всем показателям."
		"DOTA_Tooltip_ability_worstsup_w_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_worstsup_w_magic" "%УМЕНЬШЕНИЕ СОПРОТИВЛЕНИЯ МАГИИ:"
		"DOTA_Tooltip_ability_worstsup_w_armor" "УМЕНЬШЕНИЕ БРОНИ:"
		"DOTA_Tooltip_ability_worstsup_w_slow" "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_worstsup_w_att" "УМЕНЬШЕНИЕ ВСЕХ АТРИБУТОВ:"
		"DOTA_Tooltip_ability_worstsup_w_vision" "%УМЕНЬШЕНИЕ ОБЗОРА:"
		"DOTA_Tooltip_ability_silencer_brain_drain" "ВЕЧНЫЕ ФИКСЫ"
		"DOTA_Tooltip_ability_silencer_brain_drain_Description" "После каждой смерти вражеского героя он навсегда теряет 1 интеллекта, который переходит М Русу."
		"DOTA_Tooltip_ability_rubick_arcane_supremacy" "БАФФ"
		"DOTA_Tooltip_ability_rubick_arcane_supremacy_Description" "Написание кода кастомки усиливает заклинания мруса: они применяются с большего расстояния и действуют эффективнее."
		"DOTA_Tooltip_modifier_generic_stunned_lua" "Оглушение"
		"DOTA_Tooltip_modifier_generic_silenced_lua" "Безмолвие"
		"DOTA_Tooltip_modifier_generic_muted_lua" "Заглушение"
		"DOTA_Tooltip_modifier_worstsup_q_effect" "Время остановлено"
		"DOTA_Tooltip_modifier_worstsup_w_debuff" "Вы были понерфлены!"
		"DOTA_Tooltip_modifier_worstsup_w_debuff_Description" "Ваши атрибуты, броня, сопротивление магии, обзор и скорость атаки снижены"
		"DOTA_Tooltip_modifier_movement_speed" "23 лучшее число"
		"DOTA_Tooltip_modifier_shapeshift_datadriven" "Сожрал Биг Тейсти"
		"DOTA_Tooltip_modifier_shapeshift_datadriven_Description" "Скорость Качка повышена, а также он может наносить крит. удары"
		"DOTA_Tooltip_modifier_DemonicForm" "Тренболон"
		"DOTA_Tooltip_modifier_DemonicForm_Description" "Базовый интервал атаки Качка снижен, дальность атаки увеличена"
		"DOTA_Tooltip_modifier_golmiy_penaltiy" "В вас попал огненный пенальти!"
		"DOTA_Tooltip_modifier_golmiy_penaltiy_Description" "Вы получаете периодический урон от горения"
		"DOTA_Tooltip_modifier_golmiy_gennadiy" "КРУТИ КРУТИ КРУТИ"
		"DOTA_Tooltip_modifier_macan_r_charge" "МАШИНА ЗАВОДИТСЯ"
		"DOTA_Tooltip_modifier_macan_r" "МАШИНА"
		"DOTA_Tooltip_modifier_macan_r_Description" "Вы едете на М5"

		"DOTA_Tooltip_ability_golovach_w"                     "ТИЛЬТ"
		"DOTA_Tooltip_ability_golovach_w_Description"         "Сиега тильтует со своей команды и громко орет, из-за чего все враги рядом съебываются от него в страхе."
		"DOTA_Tooltip_ability_golovach_w_fear_duration"            "ДЛИТЕЛЬНОСТЬ СТРАХА:"
		"DOTA_Tooltip_ability_golovach_w_fear_radius"        	 "РАДИУС СТРАХА:"
		"DOTA_Tooltip_ability_golovach_w_damage"          "УРОН:"
		"DOTA_Tooltip_ability_golovach_w_duration"            "ДЛИТЕЛЬНОСТЬ БЕЗМОЛВИЯ:"
		"DOTA_Tooltip_ability_golovach_w_invis_duration" "ДЛИТЕЛЬНОСТЬ НЕВИДИМОСТИ:"
		"DOTA_Tooltip_ability_golovach_w_shard_Description" "Способность накладывает безмолвие на врагов в радиусе %radius%."
		"DOTA_Tooltip_modifier_golovach_w_aura" "Тильт"
		"DOTA_Tooltip_modifier_golovach_w"	"Тильт"
		"DOTA_Tooltip_modifier_golovach_w_Description" "Вы обезмолвлены"
		"DOTA_Tooltip_ability_golovach_e" "ДАУБИ"
		"DOTA_Tooltip_ability_golovach_e_Description" "Сиега бежит со всех ног в выбранного противника, расталкивая всех на своем пути, и начинает его башить, при этом вы не можете управлять героем. Учтите, что вместо баша Сиеге может выпасть <font color='#FFC0CB'>ХУЙ</font>."
		"DOTA_Tooltip_modifier_golovach_run" "ДАУБИ"
		"DOTA_Tooltip_modifier_golovach_run_Description" "Вы атакуете выбранного врага и не можете управлять героем"
		"DOTA_Tooltip_modifier_golovach_e"	"ДАУБИ"
		"DOTA_Tooltip_modifier_golovach_e_Description" "Сиега напал на вас! Вы получаете баш от каждого удара"
		"DOTA_Tooltip_ability_golovach_e_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_golovach_e_cr" "ДАЛЬНОСТЬ ПРИМЕНЕНИЯ:"
		"DOTA_Tooltip_ability_golovach_e_freeze_duration" "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_golovach_e_speed" "СКОРОСТЬ:"
		"DOTA_Tooltip_ability_golovach_e_radius" "РАДИУС РАСТАЛКИВАНИЯ:"
		"DOTA_Tooltip_ability_golovach_e_damage" "УРОН ОТ ОТТАЛКИВАНИЯ:"
		"DOTA_Tooltip_ability_golovach_e_lifesteal_pct" "%ВАМПИРИЗМ:"
		"DOTA_Tooltip_ability_golovach_e_hui_chance" "%ШАНС <font color='#FFC0CB'>ХУЯ</font>:"
		"DOTA_Tooltip_ability_golovach_r"	"ДОНАТЫ"
		"DOTA_Tooltip_ability_golovach_r_Description" "Сиеге начинают массово засылать донаты в неподходящий момент, отчего он сильно злится и начинает стремительно наносить прорубающие удары. После последнего удара в каждой комбинации ярости Сиега бьёт по столу, нанося урон всем врагам в радиусе. Совершив комбинацию ярости, герой не может атаковать в течение %time_between_flurries% сек."
		"DOTA_Tooltip_ability_golovach_r_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_golovach_r_charges_per_flurry" "УДАРОВ В КОМБИНАЦИИ ЯРОСТИ:"
		"DOTA_Tooltip_ability_golovach_r_pulse_radius"			"РАДИУС УДАРА ПО СТОЛУ:"
		"DOTA_Tooltip_ability_golovach_r_pulse_damage"			"УРОН ОТ УДАРА ПО СТОЛУ:"
		"DOTA_Tooltip_ability_golovach_r_pulse_move_slow_pct"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ ОТ УДАРА ПО СТОЛУ:"
		"DOTA_Tooltip_ability_golovach_r_pulse_attack_slow_pct" "ЗАМЕДЛЕНИЕ АТАКИ ОТ УДАРА ПО СТОЛУ:"
		"DOTA_Tooltip_ability_golovach_r_bonus_movespeed"	"%ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_golovach_r_cleave_percent"	"%ПРОРУБАЮЩИЙ УРОН:"
		"DOTA_Tooltip_ability_golovach_r_cleave_radius"		"РАДИУС ПРОРУБАЮЩЕГО УРОНА:"
		"DOTA_Tooltip_ability_golovach_q" "С ЛОКТЯ"
		"DOTA_Tooltip_ability_golovach_q_Description" "Сиега наказывает врага, бьющего его в спину, ударяя его с локтя и отталкивая, а также замедляя его и уменьшая входящий урон по себе на %slow_dur_tooltip% сек."
		"DOTA_Tooltip_ability_golovach_q_percent" "%ШАНС:"
		"DOTA_Tooltip_ability_golovach_q_unit_distance" "ДАЛЬНОСТЬ ОТТАЛКИВАНИЯ:"
		"DOTA_Tooltip_ability_golovach_q_rock_damage" "УРОН:"
		"DOTA_Tooltip_ability_golovach_q_slow" "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_golovach_q_slow_dur_tooltip" "ДЛИТЕЛЬНОСТЬ ЭФФЕКТОВ:"
		"DOTA_Tooltip_ability_golovach_q_back_damage_reduction" "%СНИЖЕНИЕ ВХОДЯЩЕГО УРОНА:"
		"DOTA_Tooltip_modifier_golovach_q_buff" "С локтя"
		"DOTA_Tooltip_modifier_golovach_q_buff_Description" "Входящий урон по герою уменьшен"
		"DOTA_Tooltip_ability_golovach_innate" "УБРАТЬ ЧАЙ"
		"DOTA_Tooltip_ability_golovach_innate_Description" "После смерти Сиега решает серьезно подойти к игре и возрождается на месте смерти, убрав чай со стола."
		"DOTA_Tooltip_ability_golovach_innate_reincarnate_time" "ВРЕМЯ ВОЗРОЖДЕНИЯ:"
		"DOTA_Tooltip_ability_golovach_innate_slow_radius" "РАДИУС:"
		"DOTA_Tooltip_ability_golovach_innate_movespeed"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_golovach_innate_attackslow_tooltip" "ЗАМЕДЛЕНИЕ АТАКИ:"
		"DOTA_Tooltip_ability_golovach_innate_magresist_dur" "ДЛИТЕЛЬНОСТЬ НЕВОСПРИИМЧИВОСТИ К МАГИИ:"
		"DOTA_Tooltip_ability_golovach_innate_silence_dur" "ДЛИТЕЛЬНОСТЬ БЕЗМОЛВИЯ:"
		"DOTA_Tooltip_ability_golovach_innate_scepter_Description" "Снижает перезарядку способности на <font color='#FFFFFF'>60</font> секунд, а также притягивает всех врагов в радиусе %slow_radius% и накладывает на них эффект, замедляющий их скорость передвижения и атаки на время возрождения героя. Когда герой возродится, он получит невосприимчивость к магии, а также наложит безмолвие на всех врагов в радиусе."
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_3" "+100 к урону от ТИЛЬТ"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_blade_fury_cooldown" "+3 сек. к длительности ДОНАТЫ"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_omnislash_duration" "Невосприимчивость к эффектам от ДАУБИ"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_blade_dance_lifesteal" "+0.2 сек. к длительности оглушения ДАУБИ"
		"DOTA_Tooltip_ability_special_bonus_unique_abaddon_immolation" "+150 к скорости передвижения от ДАУБИ"
		"DOTA_Tooltip_ability_special_bonus_unique_abaddon_immolation_description" ""
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_blade_fury_movespeed" "+15% к скорости передвижения от ДОНАТЫ"
		"DOTA_Tooltip_modifier_golovach_slow" "Удар с локтя"
		"DOTA_Tooltip_modifier_golovach_slow_Description" "Ваша скорость передвижения снижена"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_healing_ward_heal" "-2 сек. перезарядки С ЛОКТЯ"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_2" "Невидимость от ТИЛЬТ"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_2_Description" "Длится 3 сек."
		"DOTA_Tooltip_Facet_juggernaut_agigain"                              	"РЕЙДЖ ГОДА"
		"DOTA_Tooltip_Facet_juggernaut_agigain_Description"						"Сиега замедляет противников от ударов по столу способностью ДОНАТЫ."
		"DOTA_Tooltip_Facet_juggernaut_bladestorm"								"С ДВУХ ЛОКТЕЙ"		
		"DOTA_Tooltip_Facet_juggernaut_bladestorm_Description"					"Способность С ЛОКТЯ наносит дополнительный урон от атаки героя."
		"DOTA_Tooltip_ability_golovach_q_Facet_juggernaut_bladestorm"			"Способность наносит дополнительный урон, равный двойному урону от атаки героя."
		"DOTA_Tooltip_ability_golovach_r_Facet_juggernaut_agigain"			"Сиега замедляет противников от ударов по столу."
		"DOTA_Tooltip_ability_golovach_r_pulse_debuff_duration"	"ДЛИТЕЛЬНОСТЬ ЗАМЕДЛЕНИЯ:"

		"DOTA_Tooltip_ability_special_bonus_unique_pugna_5" "+100% к урону от силы способности ЧИСТЕЙШИЙ БЕЛОК"
		"DOTA_Tooltip_ability_special_bonus_unique_pugna_6" "+100 к скорости во время действия БИГ ТЕЙСТИ"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_3" "+60 к скорости атаки от СТЕНОРЕХОВЫЙ БОУЛИНГ"
		"DOTA_Tooltip_ability_special_bonus_unique_razor_4" "+5 к числу школоёбов от ПЕРЕМЕНА"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_2" "Школоёбы от ПЕРЕМЕНА проходят друг сквозь друга"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_3" "Здоровье/урон школоёбов умножается в 2 раза"
		"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_3" "+0.5 сек. к длительности СТОПАНТРЭ"
		"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_5" "+15 сек. к длительности СМЕНА КОДА"
